Text,Speaker,Episode,Season,Show
" I don't get it. What do you see in this guy, anyway?",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Well... he happens to be a very nice... guy....,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I mean, come on, buddy, get a real car!",CARL,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Rachel, come on. Give us a chance.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Ross, it's too hard.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No, no, no... why, because it might get weird for everyone else? Who cares about them. This is about us. Look, I-I've been in love with you since, like, the ninth grade.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Ross, you're like my best friend.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I know.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" If we broke up, and I lost you...",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Whoa, whoa, whoa. What makes you think we're gonna break up?",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, have you been involved with someone where you haven't broken up?",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [pause] No. But... it only has to happen once. Look, you and I both know we are perfect for each other, right? I mean... so, the only question is... are you attracted to me?",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I don't know... I mean, I've never looked at you that way before.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, start looking.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
"[They kiss. Ross walks away, and then fades out.]",,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Wow.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Exactly! And you just know I'm gonna be the guy caught behind this hammerhead in traffic!,CARL,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Right! You're right!,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Heh... y'know?,CARL,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 You know what?,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 What?,CARL,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I forgot... I am supposed to pick up a friend at the airport. I am so sorry! I'm so... if you want to stay, and finish your drinks, please do.... [gives him her drink] I mean--I'm sorry. I-I-I gotta go. I'm sorry.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Rachel leaves.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 But...,CARL,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Airport. Madonna's Take A Bow plays in the background. Rachel waits at the gate with flowers.],[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [sifting through crowd] Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Jetway. The old man who the flight attendant delivered Rachel's message to gets off the plane, his wife still upset with him.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" For God's sake, will you let it go? There's no Rachel!",MAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[A Chinese woman getting off the plane drops one of her bags. Ross gets off next.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, hey, hey, I got that.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Ross picks up the bag... then he and the woman (JULIE) kiss.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, thanks, sweetie.",JULIE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 No problem. I cannot wait for you to meet my friends.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Really?,JULIE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Yeah.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 You don't think they'll judge and ridicule me?,JULIE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No, no, they will. I just... uh...",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Can't wait.,ROSS/JULIE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Come on, they're gonna love you.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Close-up of Rachel, eagerly awaiting Ross's arrival... not knowing he is getting off the plane with another woman.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
END,,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
Originally written by Jeff Astroff and Mike Sikowitz .,,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
Transcribed by Mindy Mattingly Phillips.,,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Ok, so this is pretty much what's happened so far. Ross was in love with Rachel since, you know, forever, but every time he tried to tell her, something kind of got in the way, like cats, and Italian guys. Finally Chandler was like ""forget about her"" but when Ross was in China on his dig, Chandler let it slip that Ross was in love with Rachel. She was like, ""Oh my god."" So she went to the airport to meet him when he came back, but what she didn't know was, that Ross was getting off the plane with another woman. Uh-Oh! So, that's pretty much everything you need to know. But, enough about us. So, how've you been?",PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Oh my god. Oh my god. Excuse me. Emergency! Excuse me!,RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Rache!,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Oh, there you are! Hi! Oh, so, so, how was China, you?",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" It was, it was great. Oh, what happened?",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 What?,RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 You're bleeding.,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" I am? Oh, look at that, yes I am. Enough about me, enough about me, Mr. Back from the Orient. I wanna hear everything!",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, where do I start? This is Julie. Julie, this is Rachel.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" These are, these aren't for you. These are for you. Welcome to our country.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Thank you. I'm from New York.,JULIE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Ok, well, not a problem. We'll just use them to stop the bleeding. Ok. Baggage claim? Ok.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" I'm telling you, she went to the airport, and she's gonna go for it with Ross.",MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Oh my god. This is huge. This is bigger than huge. This is like, all right, what's bigger than huge?",PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Um, this?",JOEY,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Yes.,PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Guys, you got your hair cut.",MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Yes, yes, we did, thanks to Vidal Buffay.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" 'Cause, you know, if you don't look good, we don't look good. I love that voice.",PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Airport, airport. Ross, not alone, Julie, arm around her. Cramp, cramp.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Ok, I think she's trying to tell us something. Quick, get the verbs.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" You, you, you said he liked me. You, you slowpokes!",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" That's all right, Rache, we got the bags. Hi, hello. Julie, this is my sister Monica, Chandler, Joey. Everyone, this is Julie.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Hi, but I'm not here, you haven't met me. I'll make a much better first impression tomorrow when I don't have 20 hours of cab and plane on me.",JULIE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 And bus.,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Oh my god.,JULIE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 You gotta hear this story.,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" We're on this bus, that's easily 200 years old, and this guy--",JULIE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" And the chicken poops in her lap. Oh, I'm so sorry. I just gave away the ending, didn't I? Oh! It's just, I just heard this story in the cab, and it is all I can think about.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" This is amazing. I mean, how, how did this happen?",MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, Ross and I were in grad school together.",JULIE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Julie! Julie, isn't that great? I mean, isn't that just kick- you-in-the-crotch, spit-on-your-neck fantastic?",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 It's just an expression.,MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, we just wanted to say a quick hi, and then we're gonna go see the baby.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 And then we've gotta get some sleep.,JULIE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Yeah, it's really 6:00 tomorrow night our time.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, listen, don't tell us what's gonna happen, 'cause I like to be surprised.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Hey, Rache, can I get some coffee?",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Yeah, sure.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Thank you.,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Hey, Rache, can I get--",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Did you talk to him?,RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Not yet.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Then, no.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" So what the hell happened to you in China? I mean, when last we left you, you were totally in love with, you know.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 God?,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" It was you, pal.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, maybe it was God, doing me.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Look, you were right. She looks at me and sees a friend, that's all. But then I met Julie, and I don't know, we're havin' a great time. And I never would've gone for it with her if it hadn't been for you.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, you owe me one, big guy.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Here's your lemonade.,RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 I didn't order lemonade.,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Oh. Well than, you better go take that back because they're gonna charge you for that.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 But--,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Go go go go, come on! Well, what did you find out?",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" He said, he said that they're having a great time. I'm sorry. But, the silver lining, if you wanna see it, is that he made the decision all by himself without any outside help whatsoever.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 How is that the silver lining?,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 You have to really wanna see it.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Ironically, these are the guys who were picked last in gym.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Phoebes, you know what I'm thinking?",MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Oh, ok. How, it's been so long since you've had s*x, you're wondering if they've changed it?",PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" No, although now that's what I'm thinking.",MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" All right, so what were you thinking?",PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, I was thinking, that you gave the guys such great haircuts, I thought, maybe you'd like to do mine?",MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Oh. No.,PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Why not?,MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Because, I'm just, I'm incredibly a**l and an unbelievable control freak.",PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 No you're not.,MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" I know I'm not, but you are, and I was trying to spare your feelings.",PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
